Date,Matchday,Home Team,Away Team
04.-10/06/2024,6,Bayer 04 Leverkusen,Holstein Kiel
04.-10/06/2024,6,VfB Stuttgart,TSG Hoffenheim
04.-10/06/2024,6,Eintracht Frankfurt,FC Bayern München
04.-10/06/2024,6,1. FC Heidenheim 1846,RB Leipzig
04.-10/06/2024,6,SV Werder Bremen,Sport-Club Freiburg
04.-10/06/2024,6,FC Augsburg,Borussia Mönchengladbach
04.-10/06/2024,6,1. FC Union Berlin,Borussia Dortmund
04.-10/06/2024,6,VfL Bochum 1848,VfL Wolfsburg
04.-10/06/2024,6,FC St. Pauli,1. FSV Mainz 05
